,review,predicted,label
10885,"belong,example,screwball,comedy,started,mid,s,ended,postwar,wwii,films,maintained,status,earned,undeserved,praise,originally,critical,box,office,flops,like,bringing,baby,mr,mrs,smith,value,keeps,sinkingbr,rooted,screenplaystory,strains,credibility,betraying,superior,cast,barbara,stanwyck,married,millionaire,henry,fonda,insanely,jealous,content,sit,million,love,wishes,maintain,profession,doctor,wants,eyes,useful,member,society,conflict,supposed,amuse,salvaged,principals,supporting,castbr,faults,scenario,clearly,laid,feet,dalton,trumbo,henry,fondas,character,written,broad,strokes,viewer,instant,dislike,barbara,stanwyck,react,idiotic,situation,jealousy,trumbo,spending,time,outside,studio,useful,idiot,job,columbia,obviously,moneys,worth,maybe,robert,riskin,taken",pos,neg
10886,"despite,having,absolutely,horrid,script,later,film,vaguely,watchable,stars,excellent,actors,barbara,stanwyck,henry,fonda,aside,real,stinkers,id,probably,watch,film,huge,fan,hollywoods,golden,age,s,s,matter,love,films,cant,recommend,filmbr,movie,begins,fonda,stanwyck,vacation,ski,resort,havent,met,film,begins,loudly,obnoxiously,scene,fonda,horribly,yodels,skiing,unsubtly,teeth,grind,stuck,outespecially,fonda,fell,snow,bank,stopped,yodeling,hindsight,turned,fonda,knocked,fall,barbara,goes,help,ski,lodge,okay,fortunately,doctor,xrayed,nurses,health,turn,infatuated,proposes,despite,hardly,knowing,marry,far,film,like,sweet,slight,romantic,comedybr,home,isnt,rosy,jumps,right,job,family,doctor,begins,exhibiting,signs,controlling,potentially,dangerous,man,jealousy,film,plays,laughs,frankly,fondas,behaviors,creepyspying,male,patients,attacking,threatening,man,treats,tripping,patient,injury,stomping,surprise,party,insisting,men,women,steal,away,wife,comes,combination,sociopath,paranoid,schizophrenic,supposed,laughs,considering,like,dangerous,nut,think,stanwyck,file,annulment,restraining,order,oddly,gets,mad,cant,stay,mad,fonda,hes,cant,think,right,wordcreepy,comes,mind,later,blue,multimillionaire,fonda,gets,job,working,counter,department,store,magical,thinking,babs,assume,hostility,violent,jealousy,thing,pastso,job,apparently,cures,anger,suspicions,job,falls,film,ends,fonda,buying,hospital,giving,barbara,job,live,happily,dont,story,assume,based,fondas,character,spent,time,hospital,administrator,beating,male,patientsbr,portion,ski,lodge,fit,final,horatio,alger,inspired,section,rich,boy,good,business,world,like,separate,plots,despite,problem,film,excuse,away,domestic,violence,delusional,jealousy,creepy,little,film,thank,goodness,fonda,stanwyck,known,yechy,film,lovely,films",pos,neg
10888,"belong,final,teaming,henry,fonda,barbara,stanwyck,screen,team,loan,film,fonda,columbia,pictures,fonda,signed,contract,th,century,fox,order,tom,joad,grapes,wrath,usually,loan,films,good,cast,mediocre,things,foxbr,rule,broken,character,plays,bears,superficial,resemblance,charles,pike,lady,eve,film,isnt,near,funny,fact,feminists,probably,aghast,fact,barbara,stanwyck,didnt,like,liked,working,henry,fonda,right,thought,film,ridiculous,havebr,fonda,millionaire,playboy,trust,fund,baby,doesnt,life,hes,sort,lovable,lunkhead,meets,stanwyck,ski,slope,literally,falls,trying,turns,shes,doctor,whirlwind,courtship,married,turns,fonda,jealous,streak,especially,involves,roger,clark,millionaire,patient,stanwycks,hes,understanding,professional,obligationsbr,stanwyck,like,bette,davis,katharine,hepburn,feminist,icon,tells,fonda,ought,working,world,live,salary,fonda,goes,gets,job,salesman,department,store,shes,proud,actually,going,medical,practice,live,salesmans,salarybr,today,picketing,film,stanwyck,conviction,performance,probably,didnt,believe,certainly,couldnt,dont,think,audiences,believed,stars,rest,cast,tried,best,thanksgiving,special",pos,neg
10921,"admirable,weak,james,bond,film,mainly,hero,bond,villain,blofeld,seriously,miscast,lazenby,big,innocent,looking,play,bond,looks,acts,like,goodnatured,dimwitted,sidekick,police,action,movie,director,writer,try,establish,credibility,saying,lines,like,royal,baluga,north,arent,effective,establishing,worldly,suave,rogue,savalas,doesnt,bad,job,characterization,behavior,fitting,mob,gangster,best,portrayed,characters,movie,tracy,father,performances,actors,sharing,screen,lazenby,serve,emphasize,deficiencies,actor,movie,long,mins,bond,film,doesnt,offer,excitement,bonds,mountain,escape,begins,pick,film,tries,hard,falls,short,bondian,elements,present,climatic,battle,notch,sense,missing,watching",pos,neg
10926,"stone,tried,type,movie,given,sunday,falls,short,average,boy,scout,average,odds,stone,fantastic,doors,natural,born,killers,platoon,repeat,nixon,born,fourth,july,real,brilliance,realized,michael,caine,perfection,hand",pos,neg
10928,"noisy,dizzying,football,film,director,oliver,stone,cast,william,h,macy,tackled,role,played,mr,stone,team,doctors,fruitcake,selling,cereal,youre,fan,foulmouthed,great,profanityladen,knockdown,dragout,putdown,phrases,tryout,twofaced,friends,wayward,lovers,film,good,lively,background,party,atmosphere,especially,hours,features,mtvstyled,music,video,scenesbr,given,sunday,oliver,stone,al,pacino,cameron,diaz,jamie,foxx,dennis,quaid",pos,neg
10931,"duke,film,based,heart,british,aristocracy,old,duke,john,neville,dies,avoid,large,property,vast,riches,taken,death,devious,aristocrats,oliver,muirhead,sophie,heyman,passes,dukeship,dog,dogs,best,friend,american,girl,named,charlotte,played,courtnee,draper,parents,die,orphaned,duke,great,uncle,young,chef,named,florian,arrives,charlotte,instantly,connecting,creating,romantic,subplot,way,acts,tone,main,plot,line,activities,hubert,duke,activities,love,interests,dogs,watched,james,doohan,plays,butler,determined,try,serve,old,duke,best,serve,new,master,hubert,doohan,acts,older,character,comfort,advise,younger,ones,whilst,looks,performs,ridiculous,tasks,new,master,fine,comedic,performance,mixed,elements,drama,end,career,fine,influential,actorbr,technical,viewpoint,dislike,film,watched,discovering,james,doohans,role,plot,good,elements,writing,directing,obscured,ignoring,absurdity,doggie,duke,personally,dislike,use,comedic,outrageous,jokes,bad,characters,ludicrousness,dependence,hygiene,related,humour,like,apparent,general,silliness,characters,doesnt,appeal,director,phillip,spink,uses,midlong,shots,overdubbed,voice,affecting,overall,sound,quality,plus,acting,muirhead,heyman,whilst,good,dramatic,romantic,sequences,fall,drastically,short,fulfilling,wholesale,requirements,rolebr,mature,movie,fan,find,easy,critical,simple,family,film,designed,laugh,admit,found,certain,bits,funny,bits,touching,plot,farfetched,definite,connections,recommend,film,mature,movie,fans,highly,recommend,dog,lovers,families,wish,enjoy,funny,film,child,james,doohan,fans,wish,scotty,final,role",pos,neg
10933,"beautiful,images,propaganda,history,toy,ingredients,film,good,interesting,shadows,politicall,shadows,jefferson,hero,mythical,america,silhouette,vision,life,society,extraordinary,thinker,teacher,large,north,america,film,superman,delicate,contour,ideas,crushed,subtle,birth,essential,truth,forgotten,jefferson,basic,instrument,create,good,image,american,realities,endtriumphal,fake,romance,heroic,gun,suicide,story,tall,wisdom,war,avatar,gray,stain,heard,jefferson,movie,good,beginning,disillusion,like,precious,silk,tailor,tailor,fascinating,silk,clothes,ordinary,cloth,sad,experience,slices,beauty,boring,lakes,patriotic,lesson,crush,expectation,film,impressive,ash,story,magnificent",pos,neg
10938,"loved,movie,teenager,loved,hasnt,grown,maybe,thats,melodramatic,load,old,rubbish,macho,posturing,cheesy,dialogue,overwrought,slomo,characters,saying,goddammit,lot,lumpy,narrative,blobs,gracelessly,character,plot,strand,bringing,doesnt,help,william,baldwins,monoexpression,performance,wet,fire,movies,overlong,runtime,robert,deniro,donald,sutherland,worth,watching,ones,game,women,folk,particularly,short,thrift,real,impact,comes,impressive,firefighting,sequences,hans,zimmers,majestic,score,remains,alltime,favourites",pos,neg
10939,"day,showed,boyfriend,great,movie,stand,movie,shown,people,absolutely,adored,odd,reason,didnt,like,lends,movie,called,backdraft,tells,hes,shown,people,loved,instead,hated,movie,dont,think,ive,hated,movie,movie,rating,couldnt,million,stories,billy,baldwin,fire,man,random,sibling,rivalry,random,love,storys,whos,arson,story,investigator,fire,personality,problem,movie,cant,stories,didnt,balance,film,interesting,preferred,movie,firefighter,investigator,came,exactly,whybr,movie,tells,story,group,chicago,firefighters,brothers,stephen,bull,mccaffrey,elder,brother,obsessed,beating,fires,fights,brian,younger,brother,quit,fire,fighting,academy,school,years,embarking,number,unsuccessful,careers,returning,firefighter,looked,elder,brother,expects,fail,newly,chosen,career,fire,fighter,donald,shadow,rimgale,arson,investigator,dedicated,profession,called,number,fires,occurred,somewhat,similar,connections,martin,swayzak,alderman,city,council,obvious,hopes,elected,mayor,number,budget,cuts,fire,department,rank,file,firemen,believe,cuts,endangering,lives,firefighters,swayzak,initially,successful,portraying,fire,department,bloated,ineffectual,firemen,repeatedly,killed,blazesbr,couldnt,movie,dont,know,incredibly,unrealistic,portrayed,firefighters,wrong,loved,action,clich,book,match,action,flick,felt,like,great,talent,wasted,mediocre,roles,donald,sutherland,great,actor,strange,role,taken,lesser,known,man,upcoming,talent,time,know,ron,going,great,quality,think,casting,huge,actors,small,roles,mistake,film,joke,way,watching,movie,commenting,doctor,background,probably,kevin,spacey,fire,unrealistic,movie,didnt,enjoy,honestly,wouldnt,recommend,people,ill,stick,recommendations,relationship,point,onbr",pos,neg
10967,"suspenseful,subtle,disturbing",pos,neg
11011,"fan,nearly,period,drama,huge,jane,austen,fan,horrified,adaption,fan,version,mansfield,park,constantly,comparing,fell,far,short,felt,hugely,rushed,onedimensional,boring,quickly,subtly,relationships,particularly,fanny,edmund,little,atmosphere,despite,set,beautiful,location,despite,having,looked,forward,jane,austen,season,christmas,turned,hour,went,bed,interested,watch,adaptations,persuasion,northanger,abbey,muchloved,version,manage,bore,manner",pos,neg
11012,"started,critical,view,adaptation,minutes,dedicated,jane,austen,fan,persevered,end,programme,recommend,unfamiliar,work,dont,think,book,justice,makes,particularly,entertaining,television,right,adaptation,lacked,believability,costumes,actors,authentic,look,found,acting,times,poor,doubt,actors,goodlooking,didnt,provide,variety,create,diverse,memorable,characters,far,static,set,entirely,location,missing,fannys,return,home,interesting,parts,story,best,actor,blake,ritson,captured,wholesomeness,edmund,crawfords,effectively,cast,like,billie,piper,actress,role,suit,better,played,frances,oconnor,version,gave,overall,far,subtle,convincing,performance,jane,austen,adaptations,provide,love,story,leave,feeling,good,unfortunately,worst,seen",pos,neg
11014,"mansfield,park,second,half,favorite,austens,novels,fanny,price,favorite,heroines,im,saddened,unhappy,fate,shes,suffered,big,smallscreen,representations,good,reading,character,ive,heard,radio,amanda,root,gave,quality,character,anne,film,persuasion,stern,sure,heartfelt,moral,centeredness,actress,younger,good,visual,casting,fannys,reached,eyes,date,resembled,respectively,mary,crawford,ruby,scullery,girl,incarnation,jovial,serving,wench,possibly,tart,high,moral,principles,pulled,pegbr,hoped,better,feared,worse,serial,solid,edmund,actor,best,likable,saps,perfect,ie,perfectly,abominable,mrs,norris,dullish,film,apparently,intended,deconstruction,bad,theatrical,idea,came,mixedup,burlesque,disappointments,recent,disappointments,productions,sister,pieces,new,persuasion,northanger,abbey,couldnt,help,mixed,expectations,left,feeling,slightly,better,disposed,condensed,novel,intelligently,end,left,feeling,comicbook,version,hand,rework,characters,crawfords,incidentally,diminished,eliminated,memorable,things,book,including,famous,character,isnt,famous,scenebr,character,officious,aunt,norris,ready,direct,people,managing,avoid,having,gets,sense,goes,remark,cuts,fanny,considering,sir,thomass,discovery,forbidden,fanny,fire,room,years,roundabout,apology,fannys,honesty,acknowledging,visit,home,aunt,norris,faults,manage,household,better,sisters,entire,trip,missing,story,goes,theatrical,rehearsals,discomfits,sir,thomas,return,fact,sir,thomas,wife,different,scene,crawford,proposes,fanny,austens,complex,simplified,bare,telling,missing,fannys,staunch,upholding,knows,right,knows,probably,true,distractions,crawford,anybody,throw,male,reader,written,reveals,unmatched,clarityunmatched,rate,far,knowwhat,woman,goes,trying,deal,fairly,firmly,man,reason,distrust,brilliant,scene,novel,tv,scenebr,fanny,oh,fanny,like",pos,neg
11015,"actors,adaptation,miscast,agewise,jemma,redgrave,superior,actress,joining,children,instead,nodding,couch,loved,brenda,blethlyn,connection,latest,pride,prejudice,notwithstandingbr,blake,ritson,rory,kinnear,felt,lived,characters,spirit,performance,looked,confused,place,luckily,im,familiar,dr,ive,seen,episodes,far,definitely,soured,bad,mansfield,park,seen,screen,large,small,novel,requires,talent,robert,altman,balance,complexities,characters,successfully",pos,neg
11017,"teenager,read,austen,adaptation,fine,disjointed,cliff,notes,version,mansfield,park,seen,version,read,books,parts,head,scratchingbr,hard,good,adaptation,book,s,took,liberties,barely,book,mindset,completely,modern,prurientbr,billie,piper,looks,like,pretty,country,wench,charming,personality,develops,nicely,flagrantly,died,blonde,hair,black,eyebrows,pic,dark,brown,roots,unspoiled,cousin,incredibly,distracting,rest,cast,greasy,hair,rumpled,clothing,genre,shows,real,disrespect,period,accuracybr,thing,good,haley,atwell,best,mary,crawford,versions,note,perfect,flirtatious,modern,suggestive,flippant,completely,moral,ethical,compass,henry,actually,good,looking,slight,temptation,heroinebr,jemma,redgrave,takes,interesting,roles,story,manages,actually,boring,scene,sensible,production,missed,mark,real,low,austen,fansbr,serviceable,version,odd,duck,perfect,role,sylvestra,la,touzel,despite,gay,henry,crawford,hes,laughable",pos,neg
11021,"bother,itv,admittedly,mansfield,park,difficult,novels,fanny,certainly,hardest,like,going,courage,risk,true,book,complicated,spirit,heavens,sake,guts,cast,fanny,written,prissy,goodhearted,sweetish,whiner,mrs,norris,wasnt,nearly,awful,heck,happened,portsmouth,contrast,fannys,dubious,family,family,home,splendors,mansfield,key,aspects,fannys,refusal,henry,uncles,rejection,henrys,near,transformation,good,person,etc,etc,given,complexity,challenges,novel,bother",pos,neg
11026,"oh,dear,bbc,knocked,pedestal,absorbing,period,dramas,agree,novel,jane,austens,difficult,portray,particularly,modern,audience,heroine,hardly,elizabeth,bennet,edmund,calculated,cause,female,hearts,skip,beat,hoping,improvement,sadly,disappointed,basic,story,preserved,dialogue,altered,jane,austens,tone,manner,feeling,wit,depth,diluted,lost,past,adaptions,seen,dated,weakness,modern,life,long,party,cast,generally,adequate,think,billie,piper,wrong,choice,needed,restrained,gained,impression,hidden,depths,beneath,submissive,exterior,like,frolicking,child,wait,bbc,weave,magic",pos,neg
11027,"latest,version,mansfield,park,try,edginess,theatrical,version,outright,copied,ideas,fact,tone,things,bit,bring,line,original,story,unfortunately,result,lackluster,schizophrenic,production,versions,mansfield,park,character,fanny,price,found,instead,strangely,childlike,bleachedblond,woman,running,fully,develops,character,movie,character,fanny,price,firmly,established,rebellious,tomboy,clever,good,fanny,price,complete,enigma,someday,like,dramatization,mansfield,park,actually,includes,depiction,character,fanny,written,jane,austen,sweet,kind,compassionate,girl,timid,personality,frail,constitution,reserved,manner,painfully,honest,strong,convictions,unfailingly,loyal,extremely,intelligent,remarkably,astute,bit,late,bloomer,eighteenth,year,finally,begins,transition,awkward,adolescent,selfpossessed,young,woman,wants,life,real,use,loves,wonderfully,complex,character,look,forward,day,seeing,faithfully,portrayed",pos,neg
11028,"doubt,wrote,screenplay,actually,read,mansfield,parkor,characters,fanny,lively,conscious,mistreatment,sir,thomas,treated,accidentally,fallen,aunt,norris,personality,additionally,person,narrative,fanny,highly,inappropriate,story,character,fanny,entertaining,heroine,contend,meant,additionally,movie,version,fanny,flirts,shamelessly,edmund,beginning,raised,brother,sister,austens,fanny,shrank,flirtation,sort,novel,paints,fannyedmund,pairing,highly,uncomfortableas,unlike,jane,austen,novels,pp,emma,mansfield,park,rest,strength,female,protagonist,different,sort,novel,meant,love,story,watched,movie,finished,reading,mansfield,park,absolutely,horrified,miss,austen,rolling,grave",pos,neg
11030,"film,fine,production,values,features,secrets,friends,use,henry,long,wellacted,dimly,lit,depressing,turnofthecentury,period,piece,friendship,fatally,ill,man,melancholy,indebted,junkie,talky,drawing,room,dramas,cup,tea,crying,wears,thin,recommended,like,independent,slyly,intellectual,slowpaced,merchant,ivorytype,features,suspected,main,characters,love,connection,intimated,didnt,emotional,impact,brokeback,mountain,features,good,writing,scene,discussing,disappear,life,truly,dark,depressing,film",pos,neg
11035,"silly,symphony,mouse,country,visits,cousin,city,short,mice,exploring,dinner,table,animation,fine,short,suffers,lack,humor,ive,seen,dinner,table,adventure,tom,jerry,shorts,came,didnt,find,enjoyable",pos,neg
11054,"widow,hires,psychopath,handyman,sloppy,film,noir,thriller,doesnt,tension,promising,setup",pos,neg
11065,"great,romantic,comedy,needs,conflict,romantic,leads,lend,suspense,anticipation,allure,plot,story,falls,completely,flat,area,conflict,inhibit,eventual,joining,lead,characters,suspense,flat,anticipation,allure,allbr,chemistry,richard,gere,diane,lane,representative,friendship,best,talent,particular,actors,surprised,movie,expected,play,game,checkers,chat,weather,moving,passionbr,im,fan,actors,believe,casting,movie,direction,offbase,impacted,deliveries,writing,weak,impacted,performances,certainly,script,help,harlequin,writers,real,experience,putting,heat,romancebr,movie,worth,watching,rainy,sunday,afternoon,cheap,shelfbr,sorry,diane,ladd,richard,gere",pos,neg
11066,"watched,series,curiositywanting,possibly,modern,technologyout,cecil,b,demilles,classic,epic,starring,charleton,hestonyul,brenner,sir,cedric,hardwicke,course,let,yes,biblical,characters,correct,didnt,spectacular,theatrical,scenes,held,interest,movie,going,miniseries,rivoting,scenes,burning,bush,parting,red,seadrowning,pharohs,armies,building,sethis,pyramids,todays,technology,scale,blockbuster,movies,lord,rings,matrix,obviously,didnt,want,leave,lasting,impression,faith,sacrifice,needed,trouble,times",pos,neg
11085,"agree,parts,fairly,thorough,review,posted,subject,miniseries,agree,pros,cons,example,original,film,manage,truncate,middle,final,sections,novel,single,montage,including,discovery,gurney,halleck,love,affair,paul,atreides,chani,reading,novel,travesty,probably,born,studio,cutting,shenanigens,reviewer,writes,great,failings,original,film,miniseries,credit,include,original,plot,lines,cut,lynch,film,expansive,nature,herbert,novelbr,double,edged,sword,complete,texttocelluloid,transfer,novel,creators,miniseries,tempted,create,plot,lines,absent,original,novel,similarly,surely,fuller,account,storyline,dune,break,originals,heart,soul,main,vision,prophecy,internal,monologues,characterize,herberts,writing,demonstrate,different,characters,thinking,need,suddenly,switch,viewpoint,expand,words,unnecessary,stilted,spoken,monologues,gone,original,agony,pauls,decision,choose,jihad,death,choice,fulfill,prophecy,swing,away,surely,interesting,aspect,novel,captivates,people,far,science,fiction,fans,missing,prophecy,point,dune,simply,educated,learned,version,farscape,andromeda,sad,provided,lynchs,film,flawed,yes,flawed,film,lead,correction,filmmaker,taking,best,points,lynchs,filmmaking,rejecting,overblown,aspects,style,whilst,restoring,storyline,story,shall,probably,translated,film,find,heartrending",pos,neg
11086,"apartment,complex,campy,comedy,kookie,characters,created,lieu,real,story,tells,young,psych,student,lowe,takes,job,managing,apartment,complex,embroiled,murder,mysteryum,low,cal,watch,contains,suspense,thrills,drama,action,precious,funny,moments,dash,nudity,romance,apartment,complex,passable,forgettable,junk,food,needy,couch,potatoes",pos,neg
11091,"career,romantic,leading,man,ended,late,s,rock,hudson,starred,lots,different,projects,including,tv,shows,lesser,films,believe,embryo,turn,mad,scientist,thats,probably,good,thing,guess,needed,workbr,driving,dark,stormy,night,brilliant,dr,paul,holliston,hudson,hits,injures,doberman,brings,lab,looks,somewhat,like,dank,midwestern,basement,manages,raise,dogs,unborn,puppy,outside,womb,naturally,decides,thing,human,raises,victoria,beautiful,barbara,carrera,fetus,way,victoria,grows,astonishing,pace,soon,blossoms,gorgeous,young,womanbr,predictably,things,wrong,halcyon,beginning,hollistons,sisterinlaw,martha,diane,ladd,begins,wonder,young,woman,came,victoria,begins,signs,instability,violence,final,sequence,long,car,chase,straight,smokey,bandit,victoriawho,shockingly,aged,minutesis,assaulted,frantic,holliston,tries,vain,destroy,malformed,creation,unborn,child,accompanied,screeching,tires,roaring,engines,car,fire,lots,sirens,limp,endinga,bunch,paramedics,frantically,working,victoria,holliston,writhes,regretis,labored,creepybr,movie,dated,difference,s,mad,scientist,movies,hudson,plays,lead,role,boris,karloff,sets,pretty,cheap,antiquated,todays,audiences,extent,hudsons,reeltoreel,tape,recorder,size,refrigerator,action,takes,place,poorly,lighted,laboratory,hudson,sleepwalks,sordid,role,giving,impression,hes,truly,washedup,movie,star,ladd,carrera,believable,surprisingly,roddy,mcdowall,pops,briefly,chess,playerbr,passport,video,transfer,substandard,looking,poor,vhs,copy,home,equipment,youre,nostalgic,watch,watch,football,game,soap,opera,instead",pos,neg
11094,"research,scientist,experimenting,human,dna,attempt,create,perfect,human,work,point,human,fetus,accelerate,growth,adult,days,latest,creation,spoiler,omitted,effects,process,spoiler,omitted,according,dvd,sleeves,synopsisbr,embryo,opens,promising,film,science,fiction,based,medical,technology,currently,exists,fetal,growth,outside,womb,possibility,tomorrow,today,according,dr,charles,m,brinkman,iii,right,dr,joyce,brothers,appears,later,party,roddy,mcdowallbr,rock,hudson,dr,paul,holliston,light,cigarette,drive,recklessly,watch,speedometer,storm,unfortunately,hits,dog,mr,hudson,takes,wounded,canine,home,learns,pregnant,manages,save,life,puppies,experimental,knowledge,fetal,growth,boils,hudson,uses,experimental,drug,grow,embryo,survive,outside,mothers,womb,dog,number,grows,adultsize,rapidly,passed,motherbr,hudson,lives,sisterinlaw,diane,ladd,martha,douglas,wife,nicole,doctor,died,car,accident,ms,ladd,emotionally,stable,nicoles,death,hudson,survived,crash,killed,wife,things,begin,creepy,hudsons,dog,shows,intelligence,level,far,normal,dog,hudson,decides,use,accelerated,embryo,growth,human,barbara,carrera,victoria,spencerbr,hudson,cast,try,best,embryo,storyline,wretchedly,absurd,nonsense,away,silly,opening,closing,scenes,ms,carreras,valiant,characterization,works,bigger,star,offered,better,films,infantile,ending,suggests,sequel,happily,idea,aborted",pos,neg
11100,"began,watching,movie,tv,weeks,ago,gave,minutes,start,person,witness,protection,scheme,located,isolated,farmhouse,nervous,exterior,placed,guards,asks,guard,inside,house,telephone,discover,line,cutbr,shortly,roy,scheider,witnesss,assassins,turns,duly,executes,witness,wife,roy,scheider,character,duly,picks,wall,telephone,kitchen,dials,number,speaks",pos,neg
11101,"directed,diane,keaton,adapted,book,franz,lidz,young,mother,selma,lidzandie,macdowellis,battling,illness,self,proclaimed,inventor,husband,sidjohn,tururrois,little,lacking,emotions,department,unhappy,new,home,situation,sensitive,son,stevennathan,wattdecides,wants,stay,eccentric,uncles,dannymichael,richardsand,melvinlou,cutelluntil,mom,steven,happier,takes,interest,strange,uncles,living,habits,decides,wants,change,franz,set,early,s,drama,bit,comedicchange,zany,macdowell,fan,unstrung,heroes,assures,attitude,albeit,enjoyed,film,total,waste",pos,neg
11107,"visited,shenandoah,acres,child,wondered,worse,vacation,spot,world,watched,movie,answer,flavia,aka,fistula,macintyres,dude,ranch,frequented,business,casual,gordon,resident,water,witch,jessica,jessica,find,fresh,spring,water,divining,rod,buried,trayshure,lost,jewelry,dead,bodies,talisman,dressing,like,slut,raising,drinks,phony,beat,suzanne,pleshette,lookalike,hypnotized,disembodied,head,evil,evil,evil",pos,neg
11114,"hollywood,long,love,affair,bogus,arabian,nights,tales,products,stood,test,time,memorable,jon,hall,maria,montez,films,long,camp,filled,dubbed,songs,anachronistic,slang,slapstick,truly,bounteous,crop,mesopotamian,corn,pretty,near,intolerable,today,nominated,imaginative,special,effects,unnoticeable,day,age,consisting,mainly,trick,photography,outstanding,positive,feature,survives,beautiful,color,clarity,sad,films,genre,come,alexander,kordas,original,thief,baghdad,arabian,nights,film,superior,loser",pos,neg
11121,"enjoy,classic,horror,films,film,big,waste,time,john,carradine,playing,mad,man,doctor,able,control,human,beings,experiments,film,ww,ii,john,carradine,german,nazi,working,find,human,weapon,entire,world,bob,steele,playing,roles,cowboy,gangster,picture,bob,bored,death,role,film,acted,like,film,mantan,moreland,jeff,gave,outstanding,performance,great,comedy,helped,audience,attention,hate,criticize,film,big,disappointment,like,john,carradine,roles,played,count,dracula,films,s,like,watch,john,best",pos,neg
11131,"lonely,disconnected,middleclass,housewife,midst,divorce,seeks,solace,reflect,immediate,future,sort,bed,breakfast,literally,sea,ocean,sort,odd,reason,subs,owner,enter,lonely,arrogant,richard,gere,plastic,surgeon,guest,inn,sea,diane,lane,lonely,housewife,youll,guess,fall,immediately,love,tropical,storm,makes,true,loversbr,subplots,melodrama,little,sense,locations,photography,fine,gere,remains,overrated,actors,cinema,disappoint,ms,lane,mustve,needed,money,phones,grace",pos,neg
11138,"loved,movie,came,outbut,years,old,forgotten,film,existed,day,found,copy,sale,gas,station,bought,couldnt,wait,watch,film,loved,kid,saw,film,years,laterit,hit,world,like,film,kid,watching,adult,realized,film,terrible,saddest,film,place,greatest,western,blew,costumes,perfectgood,actors,music,scores,orchestrail,score,wonderful,keeps,classic,spirit,old,timey,lone,ranger,alive,second,score,series,songs,country,music,artest,like,merle,haggerd,statler,brothers,songs,like,man,mask,bad,funny,movies,strongest,point,briliant,storyline,best,western,plots,fun,watch,john,reid,nursed,healthafter,fellow,rangers,ambushedits,fun,grow,new,life,identity,lone,rangeras,concels,identity,goes,revenge,run,gang,responsible,killing,brother,fellow,rangers,rode,unfortunatlyas,good,storyline,ruined,merle,haggard,narrating,watching,happenfor,love,god,merle,haggards,narration,statler,brothers,singing,cornystupid,songs,like,ride,little,cowboy,playing,backgound,movie,impossible,love,good,producer,script,story,redo,film,rightbecause,heart,silly,film,great,westerni,descibe,film,beautiful,woman,dress,ugliest,clothing,stars,years,old,dont,know,better,love",pos,neg
11153,"unromantic,movies,seenbr,casting,richard,gere,old,looking,romantic,lead,roles,anymore,diane,looks,bit,eager,frowning,usual,unconvinced,romance,supporting,cast,memorablebr,story,medical,drama,deal,unconvincing,interesting,story,weak,happens,movie,new,new,way,setting,little,bleak,house,set,unattractive,destined,great,remember",pos,neg
11191,"havent,laughed,hard,granny,got,caught,wringer,says,potheads,hilarious,quasispoof,val,lewton,george,romero,walkingdead,movies,come,love,loath,depending,personal,taste,years,story,young,actor,pair,play,ghoulish,prank,rest,troupe,spooky,night,visit,cemetery,island,artistic,director,alan,pretends,bring,dead,life,conducting,highly,stylized,ritualbr,way,screen,time,misspent,amateur,dialog,includes,lame,witticisms,melodrama,kinds,unnecessary,filler,commentaries,cant,alan,stop,irritating,laughter,way,action,kicks,comes,close,end,film,worth,wait,saw,latenight,local,station,television,program,ran,films,like,scared,age,laugh,way,bitter,end,probably,reason,nowadays,people,wear,striped,hiphuggers",pos,neg
11193,"othello,set,burn,eyes,viewers,film,bad,depiction,shakespeares,characters,terrible,rendition,love,desi,john,movie,horrendous,filth,far,othello,directed,jeffery,saks,mediocre,atrocious,movie,othello,pitiful,drama,love,john,desi,faithfulness,tested,mans,friend,opening,scene,film,clearly,shown,love,john,desdemona,inseparable,belief,moments,later,ben,jago,johns,friend,pops,screen,scaring,viewers,showing,right,away,liar,power,hungry,person,far,movie,horrid,shakespeare,novel,said,miniscule,good,parts,example,love,shown,john,desi,depicted,looked,couple,inseparable,explained,book,love,shown,exceptionally,jealously,othello,cass,desi,love,jealously,deceitfulness,movie,based,main,topics,shakespeare,novel,novel,explains,came,better,movie,example,conclusion,story,ends,differently,book,film,detail,novel,film,disappointment,trust,read,find,disappointing,conclusion,film,far,horrendous,depiction,novel,mankind,avoiding,film,viewers,save,hour,lives,save,eye,distasteful,face,ben,jago,popping",pos,neg
